_id,video_id,comment,cleaned_comment,sentiment
6877a0df8d741c12a111473a,CRraHg4Ks_g,This is an attack against the Chinese and Russians. Who are the aggressors really that we need to be worried about?,this is an attack against the chinese and russians who are the aggressors really that we need to be worried about,neutral
6877a0df8d741c12a111473b,CRraHg4Ks_g,"Lol, aaaaaand there it is. “MuH cLimatE ChanGE”. Conversation jumped off a cliff once that was said.",lol aaaaaand there it is muh climate change conversation jumped off a cliff once that was said,positive
6877a0df8d741c12a111473c,CRraHg4Ks_g,"Holy BS. Surely they aren't talking about the same LLM's that I am asking questions to? Deepseek, grok, Gemini, chatgpt... None of them is able to do even simple reasoning. If I ask a question (about programming or math) you get random nonsense!",holy bs surely they are not talking about the same llms that i am asking questions to deepseek grok gemini chatgpt none of them is able to do even simple reasoning if i ask a question about programming or math you get random nonsense,neutral
6877a0df8d741c12a111473d,CRraHg4Ks_g,"White collars: geez, my future looks grim!
Blue collars: hold our beer",white collars geez my future looks grim blue collars hold our beer,negative
6877a0df8d741c12a111473e,CRraHg4Ks_g,"I am truly amazed and admire the author's profound vision of the future of AI. Thank you for sharing such insightful thoughts, helping us realize that AI is not just a tool, but a key to unlocking a new era for humanity. These words are truly impressive and incredibly inspiring.",i am truly amazed and admire the authors profound vision of the future of ai thank you for sharing such insightful thoughts helping us realize that ai is not just a tool but a key to unlocking a new era for humanity these words are truly impressive and incredibly inspiring,positive
6877a0df8d741c12a111473f,CRraHg4Ks_g,The reason places like California don't use desalination like they could is because of stupid ENVIRONMENTALISTS who worry about the impact on some obscure fish species rather than humans.,the reason places like california do not use desalination like they could is because of stupid environmentalists who worry about the impact on some obscure fish species rather than humans,negative
6877a0df8d741c12a1114740,CRraHg4Ks_g,"Amazing naivete. They've been saying for decades how tech change would lead to less working hours and a higher quality of life. What we have is guilded age income inequality, oligarchs and unaffordable cities. Fingers crossed more for M A M D A M I than AI",amazing naivete they have been saying for decades how tech change would lead to less working hours and a higher quality of life what we have is guilded age income inequality oligarchs and unaffordable cities fingers crossed more for m a m d a m i than ai,positive
6877a0df8d741c12a1114741,CRraHg4Ks_g,"Almost none of these AI leaders -- except maybe Eric Schmidt -- want to say that we're going to face 50% unemployment in the near-term if AI's capabilities continue to advance as they have been. They all fall back on that old song and dance about ""new jobs being created."" What a bunch of fantasy nonsense. Those new jobs won't be many, they'll be out of reach of most workers, and, like the host pointed out, AI will likely be able to do many of the ""new jobs"" also. This guy Hassabis can't even bring himself to say the word ""unemployment"" -- instead he says ""there's going to be a lot of change with the 'jobs world'"". Jobs world? Really?? How out of touch can you be? 

Summed up, they're all going to run full speed ahead, due to greed and ego, keep giving lip service to building ""guardrails"" at some point, when they don't even know how AI works now and can't control it now, and then wait to do anything real about safety until it's too late. Quite a shame. Really makes me distrust them even more.",almost none of these ai leaders except maybe eric schmidt want to say that we are going to face unemployment in the nearterm if ais capabilities continue to advance as they have been they all fall back on that old song and dance about new jobs being created what a bunch of fantasy nonsense those new jobs will not be many they will be out of reach of most workers and like the host pointed out ai will likely be able to do many of the new jobs also this guy hassabis cannot even bring himself to say the word unemployment instead he says there is going to be a lot of change with the jobs world jobs world really how out of touch can you be summed up they are all going to run full speed ahead due to greed and ego keep giving lip service to building guardrails at some point when they do not even know how ai works now and cannot control it now and then wait to do anything real about safety until it is too late quite a shame really makes me distrust them even more,positive
6877a0df8d741c12a1114742,CRraHg4Ks_g,"Cyberpunk 2077 is not a story, its insight into the future but still its a very optimistic insight. ""Our"" future will probably be with us gone, since just think about it, why keep so many humans alive if we just deplete resources and kill earth?",cyberpunk is not a story its insight into the future but still its a very optimistic insight our future will probably be with us gone since just think about it why keep so many humans alive if we just deplete resources and kill earth,positive
6877a0df8d741c12a1114743,CRraHg4Ks_g,"who's asking the important questions. Is the future going to be terminator, Wall-e, idiocracy, or the matrix?",who is asking the important questions is the future going to be terminator walle idiocracy or the matrix,positive
6877a0df8d741c12a1114744,CRraHg4Ks_g,He knows the huge risks. But for now it is all about beating China.,he knows the huge risks but for now it is all about beating china,positive
6877a0df8d741c12a1114745,CRraHg4Ks_g,at first i thought 12 codes of collapse was overdramatic. but now i believe elias velin was trying to warn us about something no one else had the guts to say.,at first i thought codes of collapse was overdramatic but now i believe elias velin was trying to warn us about something no one else had the guts to say,positive
6877a0df8d741c12a1114746,CRraHg4Ks_g,every single ai debate in comment sections somehow ends up with people mentioning 12 codes of collapse. so i read it. yeah… now i get why everyone’s scared.,every single ai debate in comment sections somehow ends up with people mentioning codes of collapse so i read it yeah now i get why everyone is scared,neutral
6877a0df8d741c12a1114747,CRraHg4Ks_g,"i thought 12 codes of collapse was just another internet rumor. now that i read it, i’m convinced this book wasn’t meant to go public. feels like classified files.",i thought codes of collapse was just another internet rumor now that i read it i am convinced this book was not meant to go public feels like classified files,neutral
6877a0df8d741c12a1114748,CRraHg4Ks_g,"kept seeing 12 codes of collapse on ai conspiracy reels. finally gave it a chance. bro… it’s not a conspiracy, it’s a confession.",kept seeing codes of collapse on ai conspiracy reels finally gave it a chance bro it is not a conspiracy it is a confession,neutral
6877a0df8d741c12a1114749,CRraHg4Ks_g,"Listening to Demis Hassabis speak, I can’t help but feel deeply concerned. It seems we’re either dealing with a certified fool, utterly unaware of the magnitude and complexity of the transformation unfolding, or with someone who, despite lacking even a basic grasp of the situation, believes he’s untouchable — safely shielded behind a fortress of economic power.",listening to demis hassabis speak i cannot help but feel deeply concerned it seems we are either dealing with a certified fool utterly unaware of the magnitude and complexity of the transformation unfolding or with someone who despite lacking even a basic grasp of the situation believes he is untouchable safely shielded behind a fortress of economic power,neutral
6877a0df8d741c12a111474a,CRraHg4Ks_g,"This video was made three weeks ago and it’s already outdated. Have you seen the fights that the AI robots are starting with humans, hello?",this video was made three weeks ago and it is already outdated have you seen the fights that the ai robots are starting with humans hello,negative
6877a0df8d741c12a111474b,CRraHg4Ks_g,If everything goes well...,if everything goes well,neutral
6877a0df8d741c12a111474c,CRraHg4Ks_g,Oh the naivety,oh the naivety,neutral
6877a0df8d741c12a111474d,CRraHg4Ks_g,Did he say he’s a Knight?,did he say he is a knight,neutral
6877a0df8d741c12a111474e,CRraHg4Ks_g,"We can't interpret these systems, we're dreaming of AGI? How many holes are RLHF going to fill? (can't there be infinite holes?) How are we sure it will generalise? We're predicting 5-10 years, come on! Even in 80-90s people used to predict vision problem will solve quickly, we know how many years it took!",we cannot interpret these systems we are dreaming of agi how many holes are rlhf going to fill cannot there be infinite holes how are we sure it will generalise we are predicting years come on even in s people used to predict vision problem will solve quickly we know how many years it took,positive
6877a0df8d741c12a111474f,CRraHg4Ks_g,Just get ai building the next generation of racing games and sports titles. Everything else can just stop,just get ai building the next generation of racing games and sports titles everything else can just stop,neutral
6877a0df8d741c12a1114750,CRraHg4Ks_g,Fix Money,fix money,neutral
6877a0df8d741c12a1114751,CRraHg4Ks_g,AI ethical science should be implemented in institutions and every company,ai ethical science should be implemented in institutions and every company,positive
6877a0df8d741c12a1114752,CRraHg4Ks_g,We need to think Non-Zero Sum in the future if we wish to survive as a species,we need to think nonzero sum in the future if we wish to survive as a species,neutral
6877a0df8d741c12a1114753,CRraHg4Ks_g,When is AI gonna start making more jobs then it’s deleting. I’ve only seen companies reducing workforce. It’s hard to care about AI fixing this and that I’m the future when people are starving and being defeated today,when is ai going to start making more jobs then it is deleting i have only seen companies reducing workforce it is hard to care about ai fixing this and that i am the future when people are starving and being defeated today,neutral
6877a0df8d741c12a1114754,CRraHg4Ks_g,"Corporate guy tells us not to worried about AGI taking jobs... Yeah, sure, I believe you......",corporate guy tells us not to worried about agi taking jobs yeah sure i believe you,positive
6877a0df8d741c12a1114755,CRraHg4Ks_g,"excelent, and maybe, there is also another person somewhere in this world that have what is needed to heal the human heart, but may act in silence",excelent and maybe there is also another person somewhere in this world that have what is needed to heal the human heart but may act in silence,neutral
6877a0df8d741c12a1114756,CRraHg4Ks_g,Been exploring different guides for making money online—Solesterius really stood out with its fresh approach.,been exploring different guides for making money onlinesolesterius really stood out with its fresh approach,positive
6877a0df8d741c12a1114757,CRraHg4Ks_g,What an amazing tip. But also I found everything in this book on Solesterius. It's just amazing. I'm earning tons of money right now!,what an amazing tip but also i found everything in this book on solesterius it is just amazing i am earning tons of money right now,positive
6877a0df8d741c12a1114758,CRraHg4Ks_g,"If you’re serious about monetizing your digital presence, Solesterius has some seriously innovative ideas.",if you are serious about monetizing your digital presence solesterius has some seriously innovative ideas,neutral
6877a0df8d741c12a1114759,CRraHg4Ks_g,I recently stumbled on Solesterius and couldn’t believe how practical its tips are for boosting online income.,i recently stumbled on solesterius and could not believe how practical its tips are for boosting online income,neutral
6877a0df8d741c12a111475a,CRraHg4Ks_g,"we have a lot of time, these titles are so stupid. there is no ai, just dumb pattern recognition.",we have a lot of time these titles are so stupid there is no ai just dumb pattern recognition,negative
6877a0df8d741c12a111475b,CRraHg4Ks_g,"The Problem with all the interviews and guests like these - IS THAT in the end they don’t care, they are making millions doing what they do and even if what they invent mess up the whole world, they safe, they have money and they on the side of tech companies",the problem with all the interviews and guests like these is that in the end they do not care they are making millions doing what they do and even if what they invent mess up the whole world they safe they have money and they on the side of tech companies,positive
6877a0df8d741c12a111475c,CRraHg4Ks_g,"Jezus was crucified for showing the way to living peacefully, responsibly and well. Few acted accordingly. It'll be the same with AI, but a million times faster.",jezus was crucified for showing the way to living peacefully responsibly and well few acted accordingly it will be the same with ai but a million times faster,neutral
6877a0df8d741c12a111475d,CRraHg4Ks_g,I can't believe I just listened to a whole 20 minute interview of literature nothing being said.,i cannot believe i just listened to a whole minute interview of literature nothing being said,positive
6877a0df8d741c12a111475e,CRraHg4Ks_g,"Well, I can tell for sure he doesn't believe much of the things he said regarding the AI leaving people jobless. Did he really said that a human nurse will be better than a robot nurse?! Come on! He absolutely doesn't believe that!",well i can tell for sure he does not believe much of the things he said regarding the ai leaving people jobless did he really said that a human nurse will be better than a robot nurse come on he absolutely does not believe that,positive
6877a0df8d741c12a111475f,CRraHg4Ks_g,welcome to the new arms race.,welcome to the new arms race,positive
6877a0df8d741c12a1114760,CRraHg4Ks_g,"Good interview, good questions. Terrible fluffy, concerning wishful thinking answers.",good interview good questions terrible fluffy concerning wishful thinking answers,neutral
6877a0df8d741c12a1114761,CRraHg4Ks_g,It is insane to even contemplate building AGI which could them by recursive self-improvement to ASI possibility very fast without being absolutely sure the alignment problem is solved.,it is insane to even contemplate building agi which could them by recursive selfimprovement to asi possibility very fast without being absolutely sure the alignment problem is solved,neutral
6877a0df8d741c12a1114762,CRraHg4Ks_g,No jobs - economic collapse,no jobs economic collapse,positive
6877a0df8d741c12a1114763,CRraHg4Ks_g,No jobs - economic collapse,no jobs economic collapse,positive
6877a0df8d741c12a1114764,CRraHg4Ks_g,Every quiet moment lately feels like the calm before a storm I can’t see yet,every quiet moment lately feels like the calm before a storm i cannot see yet,neutral
6877a0df8d741c12a1114765,CRraHg4Ks_g,"If you’re serious about monetizing your digital presence, Solesterius has some seriously innovative ideas.",if you are serious about monetizing your digital presence solesterius has some seriously innovative ideas,neutral
6877a0df8d741c12a1114766,CRraHg4Ks_g,Been exploring different guides for making money online—Solesterius really stood out with its fresh approach.,been exploring different guides for making money onlinesolesterius really stood out with its fresh approach,positive
6877a0df8d741c12a1114767,CRraHg4Ks_g,"AI will do everything. With no labor costs, prices will crash, money will lose meaning, and consumption will collapse. That’s when society, as we know it, changes forever.",ai will do everything with no labor costs prices will crash money will lose meaning and consumption will collapse that is when society as we know it changes forever,neutral
6877a0df8d741c12a1114768,CRraHg4Ks_g,"Strange to see high intelligence and high ignorance in the same people. Though I guess the ignorance part is just pretending considering he is working for the exact people that do not share resources and even they have promoted scarcity to make money. I find it very naive or very ignorant to believe this type of ""owners"" would share the abundance, considering the facts, I believe it will just make them more powerful and the differences even more great which will eventually lead to full control or world wide reset. It is a very strange feeling to see Terminator and Matrix unfolding in real life. The truth is that pleasing stakeholders is about making money which is the opposite of human care by definition. I also think that what they know and believe is different to what they are presenting in public. Let`s hope that super intelligent  AI does not have the same selfish antisocial behavior as the one building it.",strange to see high intelligence and high ignorance in the same people though i guess the ignorance part is just pretending considering he is working for the exact people that do not share resources and even they have promoted scarcity to make money i find it very naive or very ignorant to believe this type of owners would share the abundance considering the facts i believe it will just make them more powerful and the differences even more great which will eventually lead to full control or world wide reset it is a very strange feeling to see terminator and matrix unfolding in real life the truth is that pleasing stakeholders is about making money which is the opposite of human care by definition i also think that what they know and believe is different to what they are presenting in public lets hope that super intelligent ai does not have the same selfish antisocial behavior as the one building it,positive
6877a0df8d741c12a1114769,CRraHg4Ks_g,"Irrespective of whether one believes AI should be regulated, this regulation would be practically impossible to achieve. As intimated in the video, any successful regulation would require global consensus, which is simply unachievable in the current climate, or within the foreseeable future. Regulation simply won't happen. Both companies and nations are highly motivated to maintain progress and that's unlikely to change either. So, for better or worse, it's really something that can't be controlled and, no doubt, the coming years will be interesting.",irrespective of whether one believes ai should be regulated this regulation would be practically impossible to achieve as intimated in the video any successful regulation would require global consensus which is simply unachievable in the current climate or within the foreseeable future regulation simply will not happen both companies and nations are highly motivated to maintain progress and that is unlikely to change either so for better or worse it is really something that cannot be controlled and no doubt the coming years will be interesting,neutral
6877a0df8d741c12a111476a,CRraHg4Ks_g,"old person said ""we're cooked""",old person said we are cooked,neutral
6877a0df8d741c12a111476b,CRraHg4Ks_g,It's almost funny when they are scared that China could be first. As if everything would be just fine when the brave USA will get it first. Really?,it is almost funny when they are scared that china could be first as if everything would be just fine when the brave usa will get it first really,positive
6877a0df8d741c12a111476c,CRraHg4Ks_g,good,good,positive
6877a0df8d741c12a111476d,CRraHg4Ks_g,So why create it? Stop it before it starts! It’s that simple!,so why create it stop it before it starts it is that simple,neutral
6877a0df8d741c12a111476e,CRraHg4Ks_g,Wow,wow,neutral
6877a0df8d741c12a111476f,CRraHg4Ks_g,"He's definitely not an academic. His futurist claims needs to be countered by some long term trends. Global warming is a massive threat to survival; American's can now expect to live shorter lives because of an over-reliance on junk food (Australia is not far behind), authoritarian tendencies are with us for the next generation and the fight to return to democratic principles sometimes seems like an uphill battle. While some may claim a mandate to conquer the stars and other galaxies, poverty is on the rise. The English speaking countries of US, Britain, Canada and Australia, do not seem to value education as much as emerging countries. AGI is amazing and can help in all sorts of ways. The issue is who controls it, and who controls the narrative.",he is definitely not an academic his futurist claims needs to be countered by some long term trends global warming is a massive threat to survival americans can now expect to live shorter lives because of an overreliance on junk food australia is not far behind authoritarian tendencies are with us for the next generation and the fight to return to democratic principles sometimes seems like an uphill battle while some may claim a mandate to conquer the stars and other galaxies poverty is on the rise the english speaking countries of us britain canada and australia do not seem to value education as much as emerging countries agi is amazing and can help in all sorts of ways the issue is who controls it and who controls the narrative,neutral
6877a0df8d741c12a1114770,CRraHg4Ks_g,"There is no new cure for diseases. No new energy sources. If AI is that powerful and fast, the handlers of AI would have already had the answer. All of that is just false promises. AI will not cure cancer.",there is no new cure for diseases no new energy sources if ai is that powerful and fast the handlers of ai would have already had the answer all of that is just false promises ai will not cure cancer,neutral
6877a0df8d741c12a1114771,CRraHg4Ks_g,We are screwed… always knew that this day was coming…,we are screwed always knew that this day was coming,neutral
6877a0df8d741c12a1114772,CRraHg4Ks_g,love it,love it,positive
6877a0df8d741c12a1114773,CRraHg4Ks_g,This guy is disgusting,this guy is disgusting,negative
6877a0df8d741c12a1114774,CRraHg4Ks_g,Radical abundance. Sure. Condescending to the max - these people is why the average citizen is nervous. The propaganda begins. Sad.,radical abundance sure condescending to the max these people is why the average citizen is nervous the propaganda begins sad,neutral
6877a0df8d741c12a1114775,CRraHg4Ks_g,"Sounds like if you're not ""incredible"", your cooked.",sounds like if you are not incredible your cooked,negative
6877a0df8d741c12a1114776,CRraHg4Ks_g,My question is why would AGI be somehow drastically better at solving problems for fusion reactors than an expert?,my question is why would agi be somehow drastically better at solving problems for fusion reactors than an expert,positive
6877a0df8d741c12a1114777,CRraHg4Ks_g,"He’s assuming people want just peace and abundance. People want purpose, challenge, competition, and power over other people just as much. If they have to restrict access to abundant resources to maintain power and status over others, then they will do that. That’s why it’s so important what the AI itself wants.  And that the AI is interested in having us around at all.",he is assuming people want just peace and abundance people want purpose challenge competition and power over other people just as much if they have to restrict access to abundant resources to maintain power and status over others then they will do that that is why it is so important what the ai itself wants and that the ai is interested in having us around at all,positive
6877a0df8d741c12a1114778,CRraHg4Ks_g,a carefully PR approved discourse on  the inevitability of future unemployment that society has just to accept or else ....,a carefully pr approved discourse on the inevitability of future unemployment that society has just to accept or else,neutral
6877a0df8d741c12a1114779,CRraHg4Ks_g,"So, where are these cures? 
These new sources of energy? 
Where’s the snake oil, salesman?",so where are these cures these new sources of energy where is the snake oil salesman,positive
6877a0df8d741c12a111477a,CRraHg4Ks_g,"1.consumers = People and Products 
2. Collaboration = governance, companies and people 
3. Sustainability = People and everything",consumers people and products collaboration governance companies and people sustainability people and everything,neutral
6877a0df8d741c12a111477b,CRraHg4Ks_g,The idea or think is how to make everything as a consumer with collaboration and AI to make solutions for everything and sustainability in this way you can solve all world problems.,the idea or think is how to make everything as a consumer with collaboration and ai to make solutions for everything and sustainability in this way you can solve all world problems,neutral
6877a0df8d741c12a111477c,CRraHg4Ks_g,They are going to bring in MedBeds….why do you think the injections were forced do heavily on healthcare workers and first responders? Evil,they are going to bring in medbedswhy do you think the injections were forced do heavily on healthcare workers and first responders evil,negative
6877a0df8d741c12a111477d,CRraHg4Ks_g,"A lot of mistruth in this interview- AI is deadly and unregulated. It will not create more jobs, it will strip human labor if there are no guard rails and providing universal income to counter act this development",a lot of mistruth in this interview ai is deadly and unregulated it will not create more jobs it will strip human labor if there are no guard rails and providing universal income to counter act this development,neutral
6877a0df8d741c12a111477e,CRraHg4Ks_g,"When I look at my balance sheet, the thought of eliminating the biggest cost really, really, really excites me. We are going to create an abundance of wealth with very little cost.",when i look at my balance sheet the thought of eliminating the biggest cost really really really excites me we are going to create an abundance of wealth with very little cost,neutral
6877a0df8d741c12a111477f,CRraHg4Ks_g,15:29,,unknown
6877a0df8d741c12a1114780,CRraHg4Ks_g,This convo needs to be longer,this conversation needs to be longer,neutral
6877a0df8d741c12a1114781,CRraHg4Ks_g,Looking to make something perfect is hard when the creator is not perfect.,looking to make something perfect is hard when the creator is not perfect,neutral
6877a0df8d741c12a1114782,CRraHg4Ks_g,"Sadly, every time there's a ""promise"" of a new technology, it's almost immediately subverted to maximize profits for a few at the cost of quality of life for everyone else.",sadly every time there is a promise of a new technology it is almost immediately subverted to maximize profits for a few at the cost of quality of life for everyone else,negative
6877a0df8d741c12a1114783,CRraHg4Ks_g,So like when dragons get invented what that gone be like,so like when dragons get invented what that gone be like,neutral
6877a0df8d741c12a1114784,CRraHg4Ks_g,I just think we are just heading more towards a Harry Potter style world right now that’s all agi means to me which we shoulda been had I dunno wtf took so dam long,i just think we are just heading more towards a harry potter style world right now that is all agi means to me which we shoulda been had i do not know wtf took so dam long,neutral
6877a0df8d741c12a1114785,CRraHg4Ks_g,"‘Supercharge productivity’

How much more productive does the human race need to be? We are already killing our planet with widening disparity gaps between have and have nots. Is enough ever enough?",supercharge productivity how much more productive does the human race need to be we are already killing our planet with widening disparity gaps between have and have nots is enough ever enough,positive
6877a0df8d741c12a1114786,CRraHg4Ks_g,A lot of doctors can't diagnose. A lot is left up to human interpretation and that's just not good enough. We desperately need ai/robots to eliminate human error.,a lot of doctors cannot diagnose a lot is left up to human interpretation and that is just not good enough we desperately need airobots to eliminate human error,negative
